1.000000000000000021e-02 9.996866716157185584e-01
1.115883992507748536e-02 1.002309531767486384e+00
1.245197084735033197e-02 1.004011132889077729e+00
1.389495494373137359e-02 1.002724733624741793e+00
1.550515779832624570e-02 1.000745229693562610e+00
1.730195738845894532e-02 1.000967072154297144e+00
1.930697728883249559e-02 1.000731885827635725e+00
2.154434690031883232e-02 9.981997917183029756e-01
2.404099183509971968e-02 9.972087023642419723e-01
2.682695795279725973e-02 9.949294021443801928e-01
2.993577294720490417e-02 9.925158291462239379e-01
3.340484983513244271e-02 9.897466565473852507e-01
3.727593720314940212e-02 9.874429649071768678e-01
4.159562163071846980e-02 9.844787484611022821e-01
4.641588833612777382e-02 9.826153866028469741e-01
5.179474679231210049e-02 9.815121915648399309e-01
5.779692884153313226e-02 9.806595719931430200e-01
6.449466771037623558e-02 9.801876299788188085e-01
7.196856730011520764e-02 9.814743260300869965e-01
8.030857221391513034e-02 9.880814843121693558e-01
8.961505019466045607e-02 1.002747852413784946e+00
1.000000000000000056e-01 1.021556937544662258e+00
1.115883992507748085e-01 1.029436374034133461e+00
1.245197084735032572e-01 1.028350796175894644e+00
1.389495494373137463e-01 1.047410194154921426e+00
1.550515779832624674e-01 1.092174043961818164e+00
1.730195738845894393e-01 1.102396712376023657e+00
1.930697728883249698e-01 1.108865277747549394e+00
2.154434690031883370e-01 1.179063728802070443e+00
2.404099183509971760e-01 1.194126069026945736e+00
2.682695795279724793e-01 1.253124598461639705e+00
2.993577294720488613e-01 1.305068407788763318e+00
3.340484983513244410e-01 1.368581820339853206e+00
3.727593720314940073e-01 1.431760088159339528e+00
4.159562163071847118e-01 1.519299224363993561e+00
4.641588833612777520e-01 1.611942945092175616e+00
5.179474679231209633e-01 1.714848320777533797e+00
5.779692884153313504e-01 1.833717154047362463e+00
6.449466771037620783e-01 1.959929581955059286e+00
7.196856730011517156e-01 2.097661200687789051e+00
8.030857221391511924e-01 2.244844659928594499e+00
8.961505019466045052e-01 2.396737751878522449e+00
1.000000000000000000e+00 2.550723017963553385e+00
1.115883992507747946e+00 2.701919401129322384e+00
1.245197084735031989e+00 2.841774842934893464e+00
1.389495494373137463e+00 2.953800168665706494e+00
1.550515779832623675e+00 3.020460689030600054e+00
1.730195738845894393e+00 3.023454270120112586e+00
1.930697728883249642e+00 2.940698553882905575e+00
2.154434690031882038e+00 2.742988491939889695e+00
2.404099183509971649e+00 2.402488960350393388e+00
