1.000000000000000021e-02 1.004166496888341920e+00
1.115883992507748536e-02 1.004699054868795516e+00
1.245197084735033197e-02 1.004792096918142752e+00
1.389495494373137359e-02 1.002488712896795420e+00
1.550515779832624570e-02 9.999984561941217542e-01
1.730195738845894532e-02 1.000118826049527732e+00
1.930697728883249559e-02 1.000394139113516934e+00
2.154434690031883232e-02 9.991757656763173845e-01
2.404099183509971968e-02 1.000231577396124338e+00
2.682695795279725973e-02 1.001021554340884245e+00
2.993577294720490417e-02 1.002725323474559449e+00
3.340484983513244271e-02 1.005120668174942500e+00
3.727593720314940212e-02 1.008650863673166365e+00
4.159562163071846980e-02 1.011395091957709047e+00
4.641588833612777382e-02 1.013751670228867141e+00
5.179474679231210049e-02 1.014082456648263131e+00
5.779692884153313226e-02 1.011795419751633229e+00
6.449466771037623558e-02 1.008914567335377876e+00
7.196856730011520764e-02 1.010363912670798392e+00
8.030857221391513034e-02 1.023295226073210662e+00
8.961505019466045607e-02 1.050450300577423501e+00
1.000000000000000056e-01 1.078296956864370104e+00
1.115883992507748085e-01 1.079150673062672317e+00
1.245197084735032572e-01 1.064776526381539634e+00
1.389495494373137463e-01 1.089055474180943728e+00
1.550515779832624674e-01 1.153578417462558736e+00
1.730195738845894393e-01 1.157075904997221683e+00
1.930697728883249698e-01 1.154832862033766450e+00
2.154434690031883370e-01 1.243996573302037945e+00
2.404099183509971760e-01 1.252471588014025361e+00
2.682695795279724793e-01 1.317615214016773395e+00
2.993577294720488613e-01 1.372252792198894289e+00
3.340484983513244410e-01 1.439846651687918255e+00
3.727593720314940073e-01 1.505207693510073108e+00
4.159562163071847118e-01 1.596906464732106956e+00
4.641588833612777520e-01 1.692849064409548854e+00
5.179474679231209633e-01 1.798994267159085059e+00
5.779692884153313504e-01 1.920939305246730955e+00
6.449466771037620783e-01 2.049495509576544361e+00
7.196856730011517156e-01 2.188636680492594078e+00
8.030857221391511924e-01 2.335840557926771588e+00
8.961505019466045052e-01 2.485771111701600145e+00
1.000000000000000000e+00 2.635483108950694042e+00
1.115883992507747946e+00 2.780186884154877802e+00
1.245197084735031989e+00 2.912222986938729274e+00
1.389495494373137463e+00 3.017500799838018555e+00
1.550515779832623675e+00 3.083776977724888013e+00
1.730195738845894393e+00 3.101392773724215068e+00
1.930697728883249642e+00 3.058915335677220515e+00
2.154434690031882038e+00 2.935587497503528542e+00
2.404099183509971649e+00 2.703830688157006001e+00
2.682695795279724571e+00 2.333267096863976153e+00
2.993577294720490389e+00 1.775952841514299330e+00
3.340484983513244188e+00 9.763711309788145609e-01
3.727593720314938075e+00 -1.277945771345607717e-01
4.159562163071846896e+00 -1.579552765487134636e+00
4.641588833612777520e+00 -3.366953007688779032e+00
5.179474679231207190e+00 -5.355216299112112388e+00
5.779692884153313059e+00 -7.262671455796994024e+00
6.449466771037620560e+00 -8.669880433228781769e+00
7.196856730011513825e+00 -9.112856231249573113e+00
8.030857221391512368e+00 -8.102741017126168899e+00
8.961505019466040167e+00 -5.076369309118016204e+00
1.000000000000000000e+01 4.714371866751608797e-01
1.000000000000000021e-02 9.987349590767585772e-01
1.115883992507748536e-02 9.995758655555398997e-01
1.245197084735033197e-02 9.999019073693731219e-01
1.389495494373137359e-02 9.977469161029473010e-01
1.550515779832624570e-02 9.953238969164572847e-01
1.730195738845894532e-02 9.954319251907237653e-01
1.930697728883249559e-02 9.955911761223531498e-01
2.154434690031883232e-02 9.941270659543726129e-01
2.404099183509971968e-02 9.947980017178763568e-01
2.682695795279725973e-02 9.950218651264978176e-01
2.993577294720490417e-02 9.959598370952698065e-01
3.340484983513244271e-02 9.973770871292052531e-01
3.727593720314940212e-02 9.997589751392854662e-01
4.159562163071846980e-02 1.001302923446961923e+00
4.641588833612777382e-02 1.002612093546181526e+00
5.179474679231210049e-02 1.002261611557794474e+00
5.779692884153313226e-02 9.996736378389587951e-01
6.449466771037623558e-02 9.965317929213851622e-01
7.196856730011520764e-02 9.970894439065418613e-01
8.030857221391513034e-02 1.007765630855871342e+00
8.961505019466045607e-02 1.031216404686532417e+00
1.000000000000000056e-01 1.055705500010340803e+00
1.115883992507748085e-01 1.056037629319000359e+00
1.245197084735032572e-01 1.042055359838964357e+00
1.389495494373137463e-01 1.062563786530873466e+00
1.550515779832624674e-01 1.119592366577792486e+00
1.730195738845894393e-01 1.119911853532042478e+00
1.930697728883249698e-01 1.113838463792699018e+00
2.154434690031883370e-01 1.191719523847921902e+00
2.404099183509971760e-01 1.193408605632694464e+00
2.682695795279724793e-01 1.246710574042659392e+00
2.993577294720488613e-01 1.287776965759344749e+00
3.340484983513244410e-01 1.337624035710407666e+00
3.727593720314940073e-01 1.381837036530059404e+00
4.159562163071847118e-01 1.444619419888897527e+00
4.641588833612777520e-01 1.504922672459474198e+00
5.179474679231209633e-01 1.565958335837960291e+00
5.779692884153313504e-01 1.631200626314402546e+00
6.449466771037620783e-01 1.689323774173874027e+00
7.196856730011517156e-01 1.741388764752239915e+00
8.030857221391511924e-01 1.781349560872486304e+00
8.961505019466045052e-01 1.799753260507386710e+00
1.000000000000000000e+00 1.789142362827696564e+00
1.115883992507747946e+00 1.740322910107720444e+00
1.245197084735031989e+00 1.641430720976136737e+00
1.389495494373137463e+00 1.474665686218035399e+00
1.550515779832623675e+00 1.225272231676453494e+00
1.730195738845894393e+00 8.830499434983783980e-01
1.930697728883249642e+00 4.407889237184181574e-01
2.154434690031882038e+00 -1.077741735010242508e-01
2.404099183509971649e+00 -7.579782632328835312e-01
2.682695795279724571e+00 -1.480788516659503617e+00
2.993577294720490389e+00 -2.230181381438488764e+00
3.340484983513244188e+00 -2.929151124912445336e+00
3.727593720314938075e+00 -3.468983920711616875e+00
4.159562163071846896e+00 -3.708726274847251148e+00
4.641588833612777520e+00 -3.521602749925569320e+00
5.179474679231207190e+00 -2.844556074734552187e+00
5.779692884153313059e+00 -1.722993796326260707e+00
6.449466771037620560e+00 -2.673048309658856425e-01
7.196856730011513825e+00 1.411175721935188809e+00
8.030857221391512368e+00 3.179985428101125500e+00
8.961505019466040167e+00 4.484898994773645065e+00
1.000000000000000000e+01 3.957350949987605393e+00
1.000000000000000021e-02 9.885253485822820263e-01
