1.000000000000000021e-02 1.001937653196865563e+00
1.115883992507748536e-02 1.003388832076687942e+00
1.245197084735033197e-02 1.004201548466927107e+00
1.389495494373137359e-02 1.002374307189252134e+00
1.550515779832624570e-02 1.000153604529242291e+00
1.730195738845894532e-02 1.000378797108120388e+00
1.930697728883249559e-02 1.000510889406031056e+00
2.154434690031883232e-02 9.988225020393953768e-01
2.404099183509971968e-02 9.991114257138680177e-01
2.682695795279725973e-02 9.987169713414566496e-01
2.993577294720490417e-02 9.988080427518641891e-01
3.340484983513244271e-02 9.991631658700302898e-01
3.727593720314940212e-02 1.000387382812673032e+00
4.159562163071846980e-02 1.000905098768291479e+00
4.641588833612777382e-02 1.001708981432142043e+00
5.179474679231210049e-02 1.001737899521561781e+00
5.779692884153313226e-02 1.000453397906099440e+00
6.449466771037623558e-02 9.990568022879044996e-01
7.196856730011520764e-02 1.000885656718906391e+00
8.030857221391513034e-02 1.011431860458484877e+00
8.961505019466045607e-02 1.033356725400305987e+00
1.000000000000000056e-01 1.057471250546539787e+00
1.115883992507748085e-01 1.061963976753125705e+00
1.245197084735032572e-01 1.054164228343704934e+00
1.389495494373137463e-01 1.076401959748499282e+00
1.550515779832624674e-01 1.132043040496553576e+00
1.730195738845894393e-01 1.138821252807741713e+00
1.930697728883249698e-01 1.140556388426261059e+00
2.154434690031883370e-01 1.221087951844790132e+00
2.404099183509971760e-01 1.232459337290916279e+00
2.682695795279724793e-01 1.294927494968933779e+00
2.993577294720488613e-01 1.348334264147029282e+00
3.340484983513244410e-01 1.414184639183633241e+00
3.727593720314940073e-01 1.478555734349723760e+00
4.159562163071847118e-01 1.568548411647538998e+00
4.641588833612777520e-01 1.663101773617526202e+00
5.179474679231209633e-01 1.767884624393162962e+00
5.779692884153313504e-01 1.888582970567621588e+00
6.449466771037620783e-01 2.016178001351788041e+00
7.196856730011517156e-01 2.154722057044855088e+00
8.030857221391511924e-01 2.301890298174714911e+00
8.961505019466045052e-01 2.452605450065718617e+00
1.000000000000000000e+00 2.604009567175435080e+00
1.115883992507747946e+00 2.751043518314752134e+00
1.245197084735031989e+00 2.885171647018426988e+00
1.389495494373137463e+00 2.990444072079351923e+00
1.550515779832623675e+00 3.051254454441446828e+00
1.730195738845894393e+00 3.053142611661585626e+00
1.930697728883249642e+00 2.979287970854769707e+00
2.154434690031882038e+00 2.804910991813182708e+00
2.404099183509971649e+00 2.502542093344308771e+00
2.682695795279724571e+00 2.048207032802165539e+00
2.993577294720490389e+00 1.407586948836386576e+00
3.340484983513244188e+00 5.471633215864764033e-01
3.727593720314938075e+00 -5.618460693500872960e-01
4.159562163071846896e+00 -1.922410523457028564e+00
4.641588833612777520e+00 -3.505327696122615855e+00
5.179474679231207190e+00 -5.202029636962264725e+00
5.779692884153313059e+00 -6.746955346392780051e+00
6.449466771037620560e+00 -7.674872599381599159e+00
7.196856730011513825e+00 -7.563792489529884477e+00
8.030857221391512368e+00 -6.342202987345898713e+00
8.961505019466040167e+00 -4.092340805448401397e+00
1.000000000000000000e+01 -3.765896007883582364e-01
1.000000000000000021e-02 9.864488151690444795e-01
1.115883992507748536e-02 9.882451085794078383e-01
1.245197084735033197e-02 9.893136304331432429e-01
1.389495494373137359e-02 9.876587679959655253e-01
1.550515779832624570e-02 9.855101349611640194e-01
1.730195738845894532e-02 9.856828887310686849e-01
1.930697728883249559e-02 9.856312071664452557e-01
2.154434690031883232e-02 9.836115198955366346e-01
2.404099183509971968e-02 9.833766370984940997e-01
2.682695795279725973e-02 9.822407272659521293e-01
2.993577294720490417e-02 9.813431406407846502e-01
3.340484983513244271e-02 9.804543408561671169e-01
3.727593720314940212e-02 9.802300964745838119e-01
4.159562163071846980e-02 9.792531406118314408e-01
4.641588833612777382e-02 9.787471044485746008e-01
5.179474679231210049e-02 9.778990413529607961e-01
5.779692884153313226e-02 9.761790018324069118e-01
6.449466771037623558e-02 9.743907156636745226e-01
7.196856730011520764e-02 9.751226414787080854e-01
8.030857221391513034e-02 9.830809067405685830e-01
8.961505019466045607e-02 1.000886520728980766e+00
1.000000000000000056e-01 1.021339171126016243e+00
1.115883992507748085e-01 1.025327237681764148e+00
1.245197084735032572e-01 1.018135319049213727e+00
1.389495494373137463e-01 1.036761132477959313e+00
