       11.9385       12.9007       12.3443        0.9846        1.3826        1.1036        1.0674        0.3277
       12.9007       13.5162       13.1672        1.3826        1.7805        1.5210        1.5789        0.6163
       13.5162       13.9569       13.7068        1.7805        2.1785        1.9274        2.2735        0.9325
       13.9569       14.2946       14.1011        2.1785        2.5764        2.3286        3.1641        1.2621
       14.2946       14.5656       14.4082        2.5764        2.9744        2.7272        4.2632        1.5976
       14.5656       14.7901       14.6577        2.9744        3.3724        3.1243        5.5821        1.9348
       14.7901       14.9808       14.8666        3.3724        3.7703        3.5205        7.1316        2.2712
       14.9808       15.1458       15.0454        3.7703        4.1683        3.9161        8.9217        2.6053
