       11.6396       12.7559       12.1009        0.8842        1.2905        0.9963        0.9863        0.2488
       12.7559       13.4368       13.0485        1.2905        1.6967        1.4273        1.4785        0.5149
       13.4368       13.9118       13.6412        1.6967        2.1029        1.8440        2.1677        0.8115
       13.9118       14.2700       14.0640        2.1029        2.5091        2.2542        3.0673        1.1225
       14.2700       14.5541       14.3884        2.5091        2.9153        2.6612        4.1911        1.4399
       14.5541       14.7877       14.6492        2.9153        3.3216        3.0665        5.5521        1.7590
       14.7877       14.9849       14.8660        3.3216        3.7278        3.4707        7.1620        2.0775
       14.9849       15.1547       15.0505        3.7278        4.1340        3.8744        9.0323        2.3936
