   907465875134.50098       0.36379169260760674        4.7152069695071519E-002
   996449110089.84851       0.33802982477167193        4.7661089168256988E-002
   1094157759763.3474       0.37600938094833214        4.8171336245698880E-002
   1201447410738.7168       0.37574453013517795        4.8680327084524182E-002
   1319257545715.3203       0.37303450527026560        4.9188834198659798E-002
   1448619770096.0466       0.39357860757214036        4.9697167491097358E-002
   1590666845248.3909       0.38523843549900860        5.0202230234978114E-002
   1746642607538.5598       0.37551953526981113        5.0705896928959944E-002
   1917912859994.7070       0.40549958992211360        5.1204753270775401E-002
   2105977331972.2314       0.39283067514896991        5.1700655838831384E-002
   2312482811546.0454       0.41026015026680557        5.2189942067064975E-002
   2539237565623.7188       0.42187568364619765        5.2674312485874432E-002
   2788227174049.3262       0.40048180859600430        5.3149894048461731E-002
   3061631916349.4629       0.42089685050186082        5.3618161074634817E-002
   3361845863368.6118       0.42307385763365057        5.4074692171151753E-002
   3691497840969.9233       0.43081199916259927        5.4521958040128528E-002
   4053474449370.2100       0.42644552110309852        5.4954724004076846E-002
   4450945339678.1768       0.43678298424187323        5.5376476761715671E-002
   4887390968970.0654       0.44371478608115872        5.5781903327747413E-002
   5366633076940.2949       0.43508336068554848        5.6172247358791359E-002
   5892868150996.0986       0.44303518126449315        5.6542439848466193E-002
   6470704172833.5605       0.44809731136397113        5.6893449969334126E-002
   7105200968266.7285       0.45011121406443677        5.7219764010090129E-002
   7801914513633.4160       0.45498523725123596        5.7523247727632579E-002
   8566945586747.0820       0.45464975699298188        5.7797531521839182E-002
   9406993188407.2617       0.45972592581172111        5.8045860020240869E-002
   10329413202254.428       0.45912808073118294        5.8261445467351444E-002
   11342282806624.777       0.46015217657590179        5.8445392353505862E-002
   12454471202427.873       0.46521797786445895        5.8591200695791559E-002
   13675717276376.373       0.46209411313174747        5.8700235260745373E-002
   15016714879626.568       0.46337574000355614        5.8765769002381132E-002
   16489206468572.789       0.46955189074958131        5.8788356052389808E-002
   18106085927762.125       0.46988108331244305        5.8761059889175245E-002
   19881511475299.078       0.46210816271720273        5.8687368579781303E-002
   21831029639397.273       0.45710980868438189        5.8559330509813386E-002
   23971711391679.938       0.46367157835765149        5.8375765668309855E-002
   26322301629281.414       0.45613384730849998        5.8135286376682735E-002
   28903383314691.039       0.45515721049881436        5.7830506205978544E-002
   31737557710631.195       0.44895149306053694        5.7462802649903742E-002
   34849642288197.789       0.45190300890367108        5.7024126241738353E-002
   38266888041247.070       0.44465526162654490        5.6517815755167559E-002
   42019218109944.703       0.43581169586836610        5.5935992226182382E-002
   46139489802985.531       0.43738189663875171        5.5280970663219693E-002
   50663782312883.484       0.42148636087270963        5.4545047492862972E-002
   55631712643713.500       0.42568661333457586        5.3732244890464888E-002
   61086782517729.562       0.41494958835016355        5.2835168582978036E-002
   67076759298548.664       0.40911017714725961        5.1858236564996670E-002
   73654094266457.531       0.40040459698536335        5.0795134879539357E-002
   80876381908473.938       0.38458175884374840        4.9650164924723184E-002
   88806864244940.156       0.36575729259514433        4.8418398059958408E-002
   97514984608787.531       0.36446389006859692        4.7105307143563348E-002
   107076995726643.53       0.35378058177591115        4.5707095731457530E-002
   117576627426451.81       0.34527791295285987        4.4232046288753185E-002
   129105819818391.00       0.33848162768990958        4.2677639334488121E-002
   141765528369194.78       0.32088658793296487        4.1053422170831425E-002
   155666607919514.62       0.28788413593173473        3.9359018454766151E-002
   170930783385232.09       0.28686146523307904        3.7604572194592172E-002
   187691715642673.78       0.27259178554190744        3.5792189860827731E-002
   206096171931158.75       0.27369203713662871        3.3933866271283350E-002
   226305311021518.75       0.23469178392518183        3.2033941403459838E-002
   248496094404183.94       0.22453497834582389        3.0105815660334979E-002
   272862835853911.69       0.21230881176633509        2.8156078071697746E-002
   299618902939929.50       0.18834758887994821        2.6199156165863959E-002
   328998585380788.44       0.17904065839884473        2.4243586690147055E-002
   361259146604181.19       0.15950307986013482        2.2304651405850948E-002
   396683076476236.19       0.15658819866178583        2.0392097312046571E-002
   435580564926326.94       0.14958024700312655        1.8520179721578493E-002
   478292218127697.62       0.13423559082026693        1.6702277956548481E-002
   525192041018186.31        9.7067178767524978E-002   1.4948038173845974E-002
   576690712277502.00       0.10395354416491487        1.3271525424818813E-002
   633239180438413.25        9.3195886773115674E-002   1.1681004245958195E-002
   695332612621229.62        8.0915556920422321E-002   1.0187610342229930E-002
   763514730468712.00        4.0940631272859740E-002   8.7975077297478971E-003
   838382571249055.50        5.8346032961129835E-002   7.5178668452184159E-003
   920591715817568.88        4.7262733159220340E-002   6.3517670548798042E-003
   1010862029215746.5        5.1897167361739591E-002   5.3026703100617989E-003
   1109983964175350.9        2.2794415812550317E-002   4.3697386239299691E-003
   1218825482724180.0        1.9467438796891487E-002   3.5518815076233164E-003
   1338339656502602.5        1.0688177151573048E-002   2.8445043230937335E-003
   1469573012343098.0        2.0119244596557603E-002   2.2424180710569116E-003
   1613674696190966.5        1.1046037059491835E-002   1.7378703619122240E-003
   1771906535610140.8        8.0861176892320589E-003   1.3227715922765361E-003
   1945654088986456.0        6.6592626204732934E-003   9.8731901791987561E-004
   2136438778180912.5        0.0000000000000000        7.2179013610551655E-004
   2345931210872563.0        0.0000000000000000        5.1594033791458140E-004
   2575965809248190.5        0.0000000000000000        3.6006176831201271E-004
   2828556873135088.0        0.0000000000000000        2.4484822408283419E-004
   3105916218233814.5        0.0000000000000000        1.6196170892545663E-004
   3410472543900336.5        0.0000000000000000        1.0397757784067270E-004
   3744892700071688.0        0.0000000000000000        6.4655586312441018E-005
   4112105039559011.5        0.0000000000000000        3.8839304114372796E-005
   4515325060192744.0        0.0000000000000000        2.2485040406229238E-005
   4958083561355490.0        0.0000000000000000        1.2507094534706956E-005
   5444257561455431.0        0.0000000000000000        6.6653190403814350E-006
   5978104247069502.0        0.0000000000000000        3.3912522013485297E-006
   6564298251032146.0        0.0000000000000000        1.6417414019041573E-006
   7207972585895685.0        0.0000000000000000        7.5314183173075211E-007
   7914763591196472.0        0.0000000000000000        3.2605217543847739E-007
   8690860288107631.0        0.0000000000000000        1.3261582107917761E-007
   9543058573653238.0        0.0000000000000000        5.0413035381338029E-008
