   1.2566370614360001E-002   1.8057361398125383E-003   9.3617233370658450E-008           3   1.3476504328724585E-004
   1.7771531752634635E-002   6.2561881738739484E-003   2.6478952220926451E-007           5   3.4004584914394128E-004
   2.1765592370812048E-002   1.6412752170861206E-002   4.8644941398603911E-007           4   5.5874584921806179E-004
   2.5132741228720001E-002   3.1918336242617786E-002   7.4893786696526760E-007           3   2.3965344647032625E-003
   2.9562133651285849E-002   3.1208962370011795E-002   1.2188030679841450E-006          22   7.2088104027977933E-004
   3.8019517526813901E-002   3.9534839131227781E-002   2.5926626681970553E-006          30   4.3009816263069213E-004
   4.5116083860089251E-002   8.1342330882940059E-002   4.3323186881148602E-006          50   1.0484286883491202E-003
   5.5056809371101592E-002  0.12024872539927690        7.8733458614227100E-006         100   1.3273151556608108E-003
   6.5848341545415051E-002  0.17490849982783885        1.3469787189559616E-005         138   1.7942274519330849E-003
   7.9166690278415927E-002  0.24096038497060282        2.3407426950069403E-005         297   2.0328974256005662E-003
   9.6964567215568481E-002  0.28201445843049094        4.3009599710196882E-005         559   1.2714416861433100E-003
  0.11842995645747310       0.41086113563663784        7.8362975697837906E-005         992   1.4835605521883552E-003
  0.14416104292042672       0.55645675375630066        1.4134158492308410E-004        1795   1.5049749677965851E-003
  0.17483851006932644       0.69389474850174571        2.5213753405375710E-004        3101   1.4559974623349272E-003
  0.21159335649904049       0.86954593972334537        4.4692257655766380E-004        5565   1.3409244372891594E-003
  0.25709616209838343        1.1195884628180173        8.0170204458085469E-004       10259   1.2659180868681171E-003
  0.31264156338248622        1.4343670686131667        1.4416716280740045E-003       18325   1.2137369754014477E-003
  0.37951482899164635        1.8419852721513845        2.5787691161267014E-003       32557   1.1808542563173320E-003
  0.46065736128088758        2.3435043639808160        4.6116916029106106E-003       58572   1.1167748481587664E-003
  0.55924736126635322        3.1020774446901873        8.2515976068834214E-003      104783   1.1077518146404266E-003
  0.67897524277408394        4.1507506461905237        1.4766855581626577E-002      187943   1.1184088560101308E-003
  0.82441551550693815        5.7110147750506117        2.6434109229252302E-002      336702   1.1594844542818943E-003
   1.0009764843865627        8.0934168562139384        4.7314890024230713E-002      602918   1.2369861772652509E-003
   1.2153763263333666        11.832494870360504        8.4695147463242748E-002     1080186   1.3689236086426057E-003
   1.4765846423066622        17.976449152835162       0.15188023193321945          1946989   1.5607365385809019E-003
